epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8420920937930577,0.7367863140218304,0.8780253878702398,0.7584882374356999,0.7292959722068616,77.37456345558167
2,0.579040826162703,0.8349338790931989,0.9004231311706629,0.7978754252646071,0.7616882149864896,76.22536563873291
3,0.5230326097986514,0.8520177371956339,0.8922425952045134,0.7818835556774861,0.7527135831247442,81.6364815235138
4,0.49215956773797204,0.860038832913518,0.898787023977433,0.7955259513147456,0.766193822624148,82.45131850242615
5,0.46602822948434497,0.8658007976490344,0.8916784203102962,0.7830137416022789,0.7597361610969547,78.44355654716492
6,0.4489531652474724,0.8701065281276238,0.8920169252468265,0.7845608977996167,0.7599102464910068,75.8374433517456
7,0.4355124758896165,0.8735647565071368,0.8899858956276445,0.7834843805470822,0.7720252937908854,79.91876673698425
8,0.4163173957109533,0.8780646515533166,0.8996332863187588,0.7998246089724566,0.7798042533603496,75.06578612327576
9,0.3981829359863639,0.8808275608732158,0.8937094499294781,0.7874942627288193,0.7680098715388735,76.20865178108215
10,0.3871700568225046,0.8831286733837111,0.901212976022567,0.8034878871916675,0.779508625690882,77.86087536811829
11,0.3767461112479364,0.8874501469353484,0.894555712270804,0.7897174981004417,0.77097349216749,82.8006010055542
12,0.36853967866805787,0.8879801637279597,0.9069675599435825,0.8135541598819889,0.7895018767046718,77.36542701721191
13,0.3589893640983982,0.8901710747271201,0.909901269393512,0.8185354442175873,0.7956600699719314,80.26442241668701
14,0.3501486977332256,0.8930258186397985,0.904033850493653,0.8062542026137944,0.7844177046236297,76.52597832679749
15,0.3420671141519371,0.8941120906801008,0.9012693935119888,0.8019943382397522,0.7799938408978526,80.49021005630493
16,0.3344512517244569,0.8947628043660789,0.9077574047954866,0.8146411334400914,0.7926015489169005,78.8326005935669
17,0.3306873502040211,0.8971373845507976,0.9049365303244006,0.8091180335220347,0.7862244658037272,78.14670896530151
18,0.3269413600395806,0.8965706339210747,0.9088857545839211,0.8162317221151637,0.7921927795719421,77.15302276611328
