epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8567466153791736,0.7458765112262522,0.8811283497884345,0.76416196608674,0.7366902216545543,72.30091071128845
2,0.583643254038811,0.8393431563039724,0.8913399153737659,0.7816908713424283,0.7483255784844662,70.58263993263245
3,0.5105187224914935,0.8539885578583765,0.8889703808180536,0.7784033484428774,0.7596325146838546,71.67181730270386
4,0.47164623897472363,0.8653308506044906,0.8891960507757405,0.7788157402877104,0.7568465153344717,72.96466279029846
5,0.4435975133680026,0.871653713298791,0.8978279266572637,0.7937584870295864,0.7653083893414745,77.14316725730896
6,0.42399349588592733,0.8779306994818653,0.8944428772919605,0.7882821102931048,0.7634300725079679,79.61805462837219
7,0.4084442068188382,0.8819516407599309,0.8946685472496474,0.7895940086275512,0.7603683278540113,77.87273669242859
8,0.38950202741938444,0.8869791666666667,0.8965303244005641,0.7915452797184602,0.7680260398964338,73.91718292236328
9,0.37780382559472847,0.8901203583765113,0.8895909732016926,0.7792829031545722,0.7572638878726703,75.90186142921448
10,0.3644769882691033,0.8934801381692573,0.9041466854724964,0.8072082305076206,0.7834642088392115,76.52600979804993
11,0.3544292190748834,0.8939847797927462,0.9013822284908322,0.801301773419814,0.778457938458473,73.65856170654297
12,0.3419683996914345,0.898108268566494,0.9084344146685472,0.8150794999360986,0.7867797228295165,78.80233240127563
13,0.3368423317340616,0.8997112478411053,0.8956840620592383,0.7899312783168877,0.7707162388591011,81.64077115058899
14,0.3282129902450986,0.9008770509499137,0.9052750352609309,0.8098404291601154,0.7838340022510675,75.59662365913391
15,0.3248988487973328,0.9029792746113989,0.9017771509167842,0.8020424992968676,0.7785812628464597,73.59123396873474
16,0.3183020726402769,0.9041423791018999,0.905444287729196,0.8094959305711548,0.7833058019767053,75.43312692642212
17,0.31253468388606215,0.904301597582038,0.9038645980253879,0.8062189540528917,0.7807339030135741,79.22423648834229
