epoch,train_loss,train_acc,val_loss,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.9967627437490142,0.8416512412891987,0.45452024085035264,0.8439306358381503,0.6812389619751509,0.6929352503454401,37.96783638000488
2,0.780857428262446,0.8281549433797909,0.46230722769689725,0.8370798544208948,0.6683313167961196,0.6845123054561084,21.294610023498535
3,0.7548129853545485,0.8279616724738676,0.47257327359369905,0.8420252622564761,0.6805184109257434,0.694344557453656,19.685624837875366
4,0.7383889090897764,0.8272974738675958,0.4659728578596293,0.8464568614857633,0.6844675306718513,0.6948114039965276,20.175036907196045
5,0.7253046757036162,0.8283291594076655,0.47858612475431445,0.8461999571826161,0.6868323505443505,0.6953236088119399,19.478994131088257
6,0.727219438414026,0.8273165287456447,0.475294980847958,0.8458360094198244,0.6850999197907961,0.6937969117327574,19.884543657302856
7,0.7216711051058423,0.8276731271777004,0.47184745256464633,0.84373795761079,0.6821964581941362,0.6914700033122738,20.810994863510132
8,0.7187889788005535,0.8263855618466899,0.477280118593795,0.8414900449582531,0.6800789787839429,0.6926089543033751,20.919602155685425
9,0.7166261413607227,0.8276785714285714,0.4662158419825719,0.8409976450438879,0.6748150392455682,0.6880989685709221,20.794118881225586
10,0.7158517073048744,0.8249727787456446,0.4737920959981956,0.8427317490901306,0.6803968102770521,0.6923691886158105,18.73043394088745
