epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8760182432747675,0.7368146214099217,0.8693935119887165,0.738481563893106,0.6986156183086879,72.48283529281616
2,0.6083565961933406,0.8289409268929504,0.8891396332863187,0.7763740355119544,0.7481718452683153,70.1935670375824
3,0.538486913647215,0.8462113794604004,0.875543018335684,0.7535225082156117,0.7359172343994702,71.74944353103638
4,0.4907446841143877,0.8589751958224543,0.8867136812411848,0.7705327340872128,0.7444125091067864,73.15877532958984
5,0.4654743608532197,0.8657963446475195,0.8860930888575458,0.7739893424382344,0.7577403155864297,71.20921444892883
6,0.44062823209525037,0.8717553307223673,0.8845133991537376,0.7698663057485005,0.7456240307883826,73.35878658294678
7,0.42231137928351753,0.8749238468233246,0.9033004231311706,0.8056891577464623,0.777288935198474,77.09465861320496
8,0.4061266322783706,0.8793298520452567,0.9084344146685472,0.8147938817966409,0.7871496984665838,72.17976021766663
9,0.38629016572557273,0.8857756744995648,0.905444287729196,0.8086879662418183,0.7829808088705343,80.22588801383972
10,0.3780313223075265,0.8879378807658834,0.8958533145275035,0.790216494390217,0.7624734412264594,75.41751909255981
11,0.3666498823894063,0.8904346170583116,0.9066854724964739,0.8104652538628344,0.7829379811467665,72.1913001537323
12,0.3530015894413409,0.8943320278503046,0.9093370944992948,0.8163746607704203,0.789290899264401,76.93712425231934
13,0.3445082077428728,0.8962521758050479,0.9014386459802539,0.8020757847431164,0.7744177283051425,72.39993119239807
14,0.3394558820577712,0.8968777197563098,0.9026798307475318,0.8035558144346807,0.7776898462370575,72.40978455543518
15,0.3276712426821356,0.8989202567449956,0.9011565585331452,0.7996579420414947,0.7738605228222971,74.48743391036987
16,0.32521314010403324,0.8994778067885117,0.9066854724964739,0.810818578216193,0.7844179396870585,72.87378454208374
17,0.3216166105417161,0.9008648825065274,0.9079266572637518,0.8139876273144192,0.7876789142562022,77.84364652633667
