model,parameters,test_subjects,test_accuracy,cohen_kappa,macro_f1,weighted_f1,macro_gmean,f1_wake,f1_n1,f1_n2,f1_n3,f1_rem,cpu_latency_ms_per_batch
Improved Student (notebook pipeline),99477,15,0.8864413572001069,0.772505647971206,0.718585595109756,0.8952641615850405,0.7655476413836287,0.9703204145967734,0.4396242055816524,0.7909869233718108,0.6846768336964415,0.7073195983021017,9.1
