epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8162629222683729,0.7338541666666667,0.8765021156558533,0.7500939401426422,0.7285971295658918,74.95206189155579
2,0.5554313125808904,0.8452682291666667,0.8898730606488011,0.7800993034764034,0.7529125935013716,71.82676148414612
3,0.49971067963440696,0.858375,0.8985049365303244,0.7983441495201331,0.778914772687253,72.99070763587952
4,0.4757321096878201,0.8645286458333333,0.8871650211565585,0.7750848187188715,0.7600811556550703,71.5664393901825
5,0.45411738973355714,0.8705625,0.9005359661495064,0.8002036071700755,0.7794822116610541,73.74592089653015
6,0.4350797551005555,0.8739765625,0.8834414668547249,0.7678895077527315,0.7497076002652542,73.79312634468079
7,0.42087177871029025,0.8776119791666667,0.8979971791255289,0.7955912833461062,0.7769951828123505,72.4931116104126
8,0.4104076261154304,0.8797265625,0.8955148095909732,0.7897384198931319,0.7696907695409322,75.0937032699585
9,0.3956694668364664,0.882671875,0.8944428772919605,0.7885756951571803,0.770378476328079,77.93731594085693
10,0.38490003896674785,0.8866328125,0.8921297602256699,0.7834172245264531,0.7654279457441809,74.59494090080261
