epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8305137257179763,0.7353523769808173,0.875543018335684,0.7493668141044001,0.7090688907738436,75.21021723747253
2,0.5712487919686455,0.8396502293577982,0.895345557122708,0.788715212161578,0.7554729517880012,76.02033352851868
3,0.5051840417116189,0.8560858006672227,0.8888011283497884,0.7760572662543,0.7523173207693171,77.83213996887207
4,0.4718040255774865,0.8645746455379483,0.8954019746121298,0.7904030081718918,0.7682618121154949,80.73907589912415
5,0.4432255181833989,0.8709236864053378,0.8854724964739069,0.7710595835285166,0.7497289447390602,80.00697231292725
6,0.4232544337811958,0.8766185362802336,0.9015514809590973,0.8016956867261514,0.7768857053083524,74.8195550441742
7,0.405926813741437,0.8816044620517097,0.8784767277856136,0.7589747989365502,0.7427649216376536,77.05796694755554
8,0.3902871057868594,0.8843176605504587,0.8929196050775741,0.7874564866734556,0.7729280187314986,78.30131912231445
9,0.3808099132678446,0.887708507089241,0.89737658674189,0.7941193427913046,0.7728775937074766,83.82293105125427
10,0.3653679714006631,0.8910576522101752,0.8919605077574048,0.7830453824123406,0.7658576265918111,79.76008439064026
11,0.3576633788794706,0.8935988323603002,0.9000282087447109,0.7984126880518901,0.7763450673717135,79.52115035057068
