epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8531366577059007,0.741315679733111,0.8670239774330042,0.7363407722386333,0.706324683445404,77.1550133228302
2,0.5759075434576195,0.841829128440367,0.8840620592383639,0.7669272773113186,0.7389516636186737,80.41045641899109
3,0.5152083598129698,0.8534507923269391,0.8972637517630465,0.7925191330133294,0.7584067186850193,78.02586388587952
4,0.4857839874005249,0.8613688490408674,0.890098730606488,0.7802342793738539,0.7558916457436372,85.555832862854
5,0.4612552015692593,0.866315679733111,0.8902679830747532,0.7775573145938874,0.7509683109933912,90.1028184890747
6,0.4438349370814823,0.870868953294412,0.8951198871650211,0.7900880453870063,0.7683607627326025,81.40753149986267
7,0.42262086809287003,0.8753570683903252,0.8857545839210155,0.7719558344673874,0.7487233327360695,87.99897074699402
8,0.409284273613614,0.8789121142618849,0.8880112834978844,0.7752256199003223,0.7517920820031407,70.9805417060852
9,0.3942009865663175,0.8844010633861551,0.8932581100141044,0.785111845716153,0.7636560437405489,73.87452244758606
10,0.3799335481288937,0.8864392201834862,0.8977150916784203,0.7955741416891332,0.7664832896299641,73.00882601737976
11,0.36924369516208727,0.8873775020850709,0.8990126939351198,0.7971047058470833,0.7743871329837914,75.16591095924377
12,0.3623073276177953,0.8903852168473728,0.9079266572637518,0.8143097607986421,0.7875008639896446,73.5032844543457
13,0.352911955349518,0.892037635529608,0.8999153737658674,0.7978006676995991,0.7730928463966142,73.24160623550415
14,0.34470093412367,0.8928612385321101,0.9035260930888576,0.8061604681088715,0.7832039777306425,74.44527983665466
15,0.335192384810521,0.895863740617181,0.9038645980253879,0.8055694164736071,0.7751806172451428,74.27183675765991
16,0.3312036870947478,0.89768817764804,0.9013822284908322,0.8010374183454118,0.7746981512014348,73.17991805076599
17,0.32639758465469554,0.8985795454545454,0.9047108603667137,0.8076771034789727,0.7826637738862711,74.84524726867676
