epoch,train_loss,train_acc,val_loss,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8600624568183893,0.7365630463286713,0.34935516100620095,0.8544851209591094,0.7107859279026394,0.6810669411753717,68.76799583435059
2,0.5875095294811161,0.8358883304195804,0.2844700187070244,0.8709912224363091,0.7432921576295461,0.7225266163837647,61.72720813751221
3,0.519069387163762,0.8533271416083916,0.2610451581699882,0.8815028901734104,0.7669622237685694,0.7496066869865399,61.326032400131226
4,0.4844954893394124,0.8608009178321678,0.26415622032288755,0.8741383001498608,0.7555221742858993,0.7510348501319107,60.599358797073364
5,0.4551601219833408,0.8671984265734266,0.25847231552823885,0.8836437593663027,0.7725755574751335,0.7552883092150513,61.308634996414185
6,0.43454598325946947,0.8727627840909091,0.24697726053805646,0.8779704560051381,0.7614068447572688,0.750031189337754,61.33451533317566
7,0.41691674887629515,0.8758495410839161,0.26131156738807615,0.8896596017983301,0.782675477128901,0.7620740608330787,62.09491300582886
8,0.4062622861599718,0.8791247814685315,0.25481149919563956,0.8814600727895525,0.7677736737029728,0.7516107572993709,61.81486940383911
9,0.39216139569389546,0.8816324300699301,0.2638541175488377,0.8748233782915864,0.7555705711150267,0.7417688065415241,62.753408908843994
10,0.3778164629880757,0.8857490166083916,0.255601062398608,0.8910083493898523,0.7852753453234935,0.7683650392776376,66.21966171264648
11,0.3658046109798871,0.887453562062937,0.25582530581476287,0.8927852708199528,0.7880440140557228,0.7669736338428458,63.90920066833496
12,0.35770136793951385,0.8890952797202797,0.27830775197454993,0.8976236351958895,0.796801830788348,0.7684277886065316,63.88592171669006
13,0.35180849507707374,0.8909555288461538,0.24655980331399738,0.8925283665168058,0.786403700785832,0.7658326236175923,64.95413899421692
14,0.34249309738231876,0.8933511800699301,0.26537523327516543,0.8946478270177692,0.791392249867466,0.7703449162898619,66.73282432556152
15,0.3357557608260675,0.8944465690559441,0.2680846708975262,0.8990580175551274,0.7983453672611558,0.7710637382654177,64.20541405677795
16,0.328976229187155,0.8957058566433567,0.2767010081321754,0.8974095482766004,0.7966658250152672,0.7715924584461862,64.80900263786316
17,0.3257231040881787,0.8970006555944056,0.2763531509828914,0.8986726611004068,0.7988597325664848,0.7721678595079553,64.44329881668091
18,0.3189387336769598,0.8982053103146853,0.26995016820629086,0.8956540355384286,0.7933570310194192,0.770394212907761,62.219611406326294
19,0.31945652498381577,0.8984156468531469,0.26807483663757353,0.897794904731321,0.7966967134654122,0.7722861703565573,62.532909631729126
20,0.3164227684184828,0.8978583916083916,0.27498286116273696,0.8968957396703061,0.7952737124426674,0.7694689738807708,62.190753698349
