epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.847573277917308,0.7287969559585492,0.871932299012694,0.7456422232082507,0.7176171682491272,77.63821840286255
2,0.5784809278176036,0.8338919473229707,0.8869957686882933,0.7740780149701229,0.7398429336246167,73.02686762809753
3,0.5063893518260931,0.8547306778929188,0.8941607898448519,0.7885583528101714,0.7686036155322393,72.52889513969421
4,0.4707386142165405,0.8628616148531951,0.8966431593794076,0.7925955164832919,0.7745678731981808,79.46839332580566
5,0.44997038639260023,0.8645563471502591,0.9040902679830748,0.8081389247755782,0.7862220224493273,74.29052948951721
6,0.4282239340429542,0.8717049870466321,0.9109732016925247,0.8211662114767724,0.7963151483920903,79.3320415019989
7,0.41137906408118363,0.877188579447323,0.9055007052186178,0.8102083198995945,0.7823215181234677,78.6444902420044
8,0.39347948205022,0.8807858376511226,0.9064033850493654,0.8126446748935267,0.7877027364140523,74.34775686264038
9,0.380127395713635,0.8842022884283247,0.8941043723554302,0.7895455842708667,0.770713065102141,80.50844144821167
10,0.36916186713946075,0.8862964162348878,0.8920169252468265,0.7859251495710903,0.767712143517371,79.4258086681366
11,0.3572578534769582,0.8894214162348877,0.9014950634696756,0.8025057463333681,0.7796358061693391,76.21915817260742
