epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8568672569311,0.7182441253263707,0.8722708039492243,0.7481640268050863,0.7301347707250425,72.23400592803955
2,0.5958385207820566,0.8283534595300261,0.884231311706629,0.7681911063272037,0.7446281463646447,72.02243304252625
3,0.5291897239232805,0.8478269147084421,0.8968688293370946,0.7907349497996515,0.7716981216157766,77.41212153434753
4,0.49325302287965384,0.8575010879025239,0.8916784203102962,0.783163114062873,0.7667037816818528,81.21740889549255
5,0.46943868312572223,0.863585182767624,0.8823695345557123,0.76592786115716,0.7443177690991287,82.44308042526245
6,0.44483609541307356,0.8673901218450827,0.8835543018335684,0.7654066401609334,0.7420321418527239,83.48484587669373
7,0.4307817933428202,0.8719973890339425,0.9052750352609309,0.8087117814604233,0.7860965583835744,83.29334926605225
8,0.4137270178824942,0.8756853785900783,0.8892524682651622,0.778849148426363,0.7597743258930338,83.86850953102112
9,0.40001867765677035,0.8794984769364665,0.9034696755994358,0.8056352587128061,0.7777240748994496,77.36565113067627
10,0.3867934314821346,0.8855172976501305,0.8946121297602256,0.7899189042289633,0.7688946195352077,79.1879563331604
11,0.3745809103163113,0.8873232158398607,0.8988434414668547,0.7963402132686539,0.7738746439541752,82.79545402526855
12,0.3640444264000645,0.8889985857267189,0.8952891396332863,0.7903749785962974,0.7715304828256908,78.91605687141418
