epoch,train_loss,train_acc,val_loss,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.9465740416739163,0.8280201161790017,0.42082495034359885,0.8547420252622565,0.705653734034507,0.6995290394055793,47.364230155944824
2,0.7445416730284258,0.8270654044750431,0.39906472426439804,0.8603725112395633,0.7161576806626616,0.7054011454122272,25.029973030090332
3,0.7144987032884809,0.8320406626506024,0.3808456314302976,0.8497752087347463,0.6985789123088053,0.6960713782720603,23.03354549407959
4,0.6840448272627154,0.8348752151462995,0.3622830920718934,0.857375294369514,0.7136900774257124,0.7044744399943619,24.42929434776306
5,0.6653245955381225,0.8356040232358003,0.34845233350526444,0.8615499892956541,0.7240011911473325,0.7162624844873969,24.43568730354309
6,0.6421703154962881,0.8364135111876075,0.34398329485661594,0.8588096767287519,0.7176266486473721,0.7084393941067052,25.29833745956421
7,0.6323243648835111,0.8375457185886402,0.34190184052844574,0.8590023549561122,0.7202043279275652,0.7120722686006452,25.775734186172485
8,0.6263803486797762,0.837292921686747,0.34531211133490436,0.852643973453222,0.7091977452325849,0.7041160883266555,26.490097284317017
9,0.6193729771671878,0.8380889629948365,0.33398235887703764,0.8617426675230143,0.7258537490419206,0.7157101353836477,26.18068552017212
10,0.6209523827202008,0.8395438898450946,0.33358432163526863,0.8653821451509313,0.732573760725713,0.7210940872353397,26.505669116973877
11,0.6124270123478034,0.8393206755593804,0.34976749599069273,0.8571612074502248,0.7216702776965238,0.7136558014508386,27.302137851715088
12,0.6106791027706328,0.8399123278829604,0.33211330776694015,0.8646114322414901,0.7294492129702905,0.7188358081952517,26.5302996635437
13,0.6079506326308095,0.8410283993115318,0.333587086770075,0.8641190323271248,0.73135715999076,0.7192130226970249,26.373945951461792
14,0.6076320501316492,0.8404690189328744,0.3352194083110854,0.8628773281952473,0.7302511997892484,0.7190047549979606,23.204558849334717
15,0.6030954798644724,0.8421821213425129,0.3297577146197496,0.8662813102119461,0.7348966101844614,0.7217990799578676,23.55239176750183
16,0.6039967237661449,0.8422843158347676,0.3342993886145623,0.8622992935131664,0.7289111394684284,0.7178666349086513,24.88825225830078
17,0.6023685009565073,0.8416281196213425,0.3272002615493961,0.8636908584885463,0.7295175550730104,0.7182149446185557,24.59968876838684
18,0.5987924812141565,0.8402189113597246,0.3275402145513284,0.86600299721687,0.734454017042333,0.7215110171840051,25.518678903579712
19,0.5991537965508722,0.8417491394148021,0.3278811945287051,0.8672661100406766,0.7372150119889287,0.7238663187591626,27.31392240524292
20,0.602160953997989,0.8410794965576592,0.33419487460629443,0.8605865981588525,0.7257881778159159,0.7174503997145775,26.44025707244873
