epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8060985567717538,0.7395789082412915,0.8407898448519041,0.6955327438487509,0.678907560384917,71.17163372039795
2,0.5508191471284689,0.8443155267629566,0.8860930888575458,0.768865533728858,0.7286091554290369,71.23900723457336
3,0.4921438401745212,0.8626991291418862,0.9003667136812412,0.8009960967901644,0.7761321291595913,72.69166207313538
4,0.45997607831728343,0.8690447111299915,0.9033004231311706,0.805924914057974,0.7814246474472892,72.0390944480896
5,0.44022816847666124,0.874482264231096,0.884231311706629,0.7718908078725639,0.7577181991905656,71.48260116577148
6,0.4198446935792693,0.878427676295667,0.8944992947813822,0.7892396176551717,0.7710636949954172,72.05915522575378
7,0.4112934227374609,0.8816084324553951,0.8895909732016926,0.779385930537674,0.7687442427724442,71.88737726211548
8,0.39416245745739015,0.8851210705182668,0.9070239774330042,0.8116051542308824,0.7885552754215708,71.55355787277222
9,0.38268741969487496,0.8856334961767205,0.9021720733427363,0.8036743762865661,0.7767817778733517,72.84080767631531
10,0.3711471016847263,0.8904125955819882,0.8994076163610719,0.7982742711103847,0.77521842248157,75.93607711791992
11,0.3606342932593375,0.8923507858963466,0.891509167842031,0.781898277008434,0.7652712998461981,73.69515013694763
12,0.3479010666348807,0.8940659515717927,0.9059520451339915,0.8096566411645543,0.7842426113267034,71.25585770606995
13,0.33862252334793236,0.8961634451996602,0.9038645980253879,0.8065706484289383,0.7860336524285579,74.27278876304626
