epoch,train_loss,train_acc,val_loss,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.9494881946946534,0.8258982358003443,0.42945023868061494,0.8493256262042389,0.6955939207006305,0.6951363777008127,47.463496923446655
2,0.7447237072941078,0.8227221385542168,0.40381316207803897,0.8514664953971313,0.698881878064088,0.6937232820325437,25.78103494644165
3,0.6960623193746639,0.8283670395869192,0.38160177241844145,0.8589809462641833,0.7191954241375315,0.7118910263555653,24.348994493484497
4,0.6702725700211879,0.830190404475043,0.37013742281512796,0.8609077285377863,0.7200021087109469,0.7098198458340832,23.348273038864136
5,0.6551350076697412,0.831102086919105,0.36107778013250197,0.8597088417897667,0.7187540902961413,0.7107755113236548,25.309159517288208
6,0.6405884761631356,0.8329335197934595,0.35762279696987465,0.8555769642474845,0.7114027505965297,0.7087496267981757,25.708135843276978
7,0.6371338170505172,0.8317313898450946,0.35098472664507957,0.8653179190751445,0.7299313641340379,0.7183614300724736,26.090221643447876
8,0.632007874052718,0.8334767641996558,0.3510567124401048,0.8572040248340826,0.7172686471950029,0.7104346068844096,27.0820894241333
9,0.625307225954142,0.8355475473321858,0.3450057025080867,0.8635409976450439,0.7284327893812326,0.7183766584805934,26.83669900894165
10,0.6184915010735356,0.8353888769363167,0.3449408944972933,0.8664097623635196,0.7341664949685129,0.7225597677449441,27.913745403289795
11,0.6203091318317182,0.8352113812392427,0.34505670627025203,0.8653179190751445,0.7328931134615144,0.7221136726026585,28.73108959197998
12,0.6176913399418059,0.8367335413080895,0.35497407779955703,0.8555127381716977,0.7166503705871661,0.708330404179228,25.643912315368652
13,0.616416933895513,0.8356685671256454,0.34480407343807706,0.859344894026975,0.7217367727019206,0.7122337940943805,24.61660671234131
14,0.6163995862343628,0.8350473321858864,0.338596487254721,0.8641404410190537,0.7306781332170103,0.7209185051232456,24.551587343215942
15,0.6101195712240669,0.8361822289156626,0.3355090126436697,0.8692999357739242,0.7389289720067496,0.7255942094159292,25.644006729125977
16,0.6103006586111592,0.8368007745266781,0.3415102898712473,0.8615071719117962,0.7271594579226646,0.7180798529522721,26.1843421459198
17,0.6102685573911881,0.8354292168674698,0.33684718401576613,0.8652536929993577,0.7323288429526,0.720593326760155,28.085694313049316
18,0.6062584146382575,0.835848752151463,0.3345951323404037,0.8663669449796617,0.7331844688849654,0.7220472680963096,27.565385341644287
19,0.6088252912820957,0.8362844234079174,0.34135378816638967,0.8646970670092058,0.7331583618010802,0.7208529830344801,31.3878116607666
20,0.6052018022943579,0.8382341867469879,0.33676954076169413,0.8669663883536716,0.7357286710802422,0.723817168205837,25.369473695755005
