epoch,train_loss,train_acc,val_loss,val_accuracy,val_kappa,val_macro_f1,time_s
1,1.0291466951761206,0.830096277969019,0.46993751994255806,0.833440376792978,0.6637654069772139,0.6828860455248125,35.66318893432617
2,0.8026663179201972,0.8152807659208262,0.4744330419670512,0.8423892100192678,0.6808757179822641,0.6921963777473336,20.019892692565918
3,0.7746174315546894,0.8174376075731498,0.4844754952781845,0.8363519588953114,0.6683705177036354,0.6854436837176764,20.03781795501709
4,0.7568602451070245,0.8202345094664372,0.4794484919327481,0.8454506529651038,0.6819735307640615,0.690968564271188,19.467753648757935
5,0.7469128969904653,0.8204039371772806,0.48228318327003056,0.8457931920359666,0.6833664353301623,0.691961711139864,19.90248131752014
6,0.7427290030142841,0.8192448364888124,0.48131330223250407,0.8440590879897238,0.6821462290774353,0.6945674287662904,19.794424772262573
7,0.7390601123070543,0.8190727194492254,0.49107980059495293,0.8359451937486619,0.6705029086639824,0.6862033281289424,20.574254751205444
8,0.7383372408141532,0.8182444061962134,0.47858417043400586,0.8450652965103832,0.6841901175543332,0.6938557425007416,21.047707080841064
9,0.7376340693653762,0.818483756454389,0.4761763213661339,0.8438664097623635,0.6820579847539231,0.694384825676903,21.871187448501587
10,0.7360038041408327,0.8175747633390705,0.4783838523025049,0.8428173838578463,0.6803973130244458,0.6922200672981101,21.264633893966675
11,0.7354084378836786,0.8168378872633391,0.4757536563155381,0.8410832798116035,0.6761399586501786,0.6881542932924148,21.74952006340027
