epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8353637273388694,0.7328556778929188,0.8885190409026799,0.7764588525711521,0.7457221089624756,78.2377257347107
2,0.5571807595105723,0.8429215241796201,0.8790409026798307,0.7593450972712547,0.7390370905591701,69.47112703323364
3,0.49743503607122685,0.8591510146804836,0.8792665726375176,0.7615077441245657,0.7405957122357844,71.02817583084106
4,0.4659720107647434,0.8674816493955095,0.8934837799717913,0.7881442590419719,0.7741661516461703,70.37896990776062
5,0.44363505619092375,0.8716995898100173,0.8876163610719323,0.776156693180317,0.7632610067799265,70.05675745010376
6,0.42739896039885367,0.8766731433506045,0.8929196050775741,0.7869058076296526,0.7708593739776439,70.76289081573486
7,0.41393736775702433,0.8794635146804836,0.8863751763046545,0.7726141428351339,0.7527022340875301,72.44113755226135
8,0.3978488138764932,0.8824050086355786,0.9043723554301834,0.8086349902668984,0.7876381360144171,70.68603539466858
9,0.38664452609264494,0.8852061744386874,0.8927503526093089,0.786049480484684,0.7679653978590981,70.30175614356995
10,0.3724747499130162,0.887575561312608,0.8964739069111425,0.7927601099675771,0.7660368927064267,71.2651138305664
11,0.3664179455257791,0.8922765544041451,0.8992947813822285,0.7970340986306717,0.7733000013845187,73.24492001533508
12,0.34800634639500433,0.8940549438687392,0.9034696755994358,0.8060896995805709,0.7832537374069111,74.42493629455566
13,0.3425535652210428,0.8959223877374785,0.8947813822284908,0.7899530588766778,0.7751074434765775,73.84311509132385
