epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.834949959891767,0.7544143178104575,0.8797179125528914,0.7605075439962035,0.7310800032625572,78.02451705932617
2,0.5667171885358753,0.8442555147058823,0.8999717912552891,0.7994388486431806,0.7654819194000371,77.11078691482544
3,0.502728308314458,0.8605085784313725,0.8938787023977433,0.7859822651583559,0.7606036568515206,80.98942995071411
4,0.46320168232238296,0.8695976307189542,0.8983356840620592,0.7959237643262183,0.7681093360930871,78.21097016334534
5,0.44132784319146595,0.8739455678104575,0.9092242595204514,0.8159067683158807,0.7887422560291156,79.19535517692566
6,0.4203742740926406,0.8816482843137254,0.9048236953455572,0.8085437621653112,0.7852660898669378,77.59721398353577
7,0.40809168371661375,0.8843698937908496,0.9114809590973202,0.8206851604799799,0.7949837995483812,80.40805959701538
8,0.39177711987609176,0.8887586805555555,0.9062341325811002,0.8107717140083659,0.7838145046600182,82.56165218353271
9,0.3777452442823838,0.8911381740196078,0.909280677009873,0.8159775147763951,0.7921692085499913,77.66470503807068
10,0.3654463142129987,0.8949397467320261,0.8996332863187588,0.7979861782429235,0.7768585239028308,81.55754089355469
11,0.35699413127673846,0.8965558619281045,0.8991255289139634,0.7966025137180653,0.7728991569898678,78.5848822593689
12,0.34512554143200425,0.8994919321895425,0.9067418899858957,0.8116297194576573,0.7872025588101671,78.51242256164551
