epoch,train_loss,train_acc,val_loss,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.9635803908886098,0.8266854239510489,0.42984128236735536,0.853200599443374,0.7003511609052965,0.6948741908339683,45.94552826881409
2,0.7426819224068257,0.8231479458041958,0.40148207533397173,0.8536715906658103,0.7044766095602202,0.6964027039110106,22.824769020080566
3,0.7021611370363985,0.8302502185314685,0.3825750131238977,0.8554913294797688,0.7106963387474589,0.7026928409367809,22.803480863571167
4,0.6706758135625215,0.8302993881118881,0.3705957763054927,0.8623849282808821,0.7223794250121759,0.7118479078711587,23.06797218322754
5,0.6546881080383462,0.83397618006993,0.36133542521795914,0.8535859558980946,0.70652380600994,0.7016912360587897,23.340092420578003
6,0.6459084265131426,0.8323890952797203,0.3618506404691464,0.8578248769000214,0.717397600671579,0.7080419475803501,24.210042238235474
7,0.6352668876721914,0.8326649912587413,0.34887611741900726,0.8657675016056519,0.7308809156259697,0.7165226680795321,24.145360708236694
8,0.6288583853183709,0.8341619318181818,0.3503611599777258,0.8608649111539285,0.7226520924303083,0.7142410453272752,24.57712197303772
9,0.6243685596507109,0.8344678758741259,0.34582476834287046,0.8580603725112396,0.7172908339526991,0.7084035506717813,24.46922540664673
10,0.6226851377216848,0.83438319493007,0.3451459096201136,0.8595161635624063,0.7218068928796133,0.7150848809781608,24.85360026359558
11,0.617588128233094,0.8367132867132867,0.34168824636513173,0.8635838150289017,0.7295553598817504,0.7182214491411847,25.769649267196655
12,0.6152535467498378,0.8363117351398601,0.3370839459285239,0.8694283879254977,0.7389724062803921,0.7215287203851087,26.072101593017578
13,0.6124517743660026,0.8366094842657342,0.33906401370420136,0.8622992935131664,0.7265402127907401,0.7169465174677402,25.155757188796997
14,0.6114812081147531,0.8357981861888112,0.3424425683776046,0.8627916934275316,0.7278499577946347,0.714684446544046,26.132144927978516
15,0.6118891993136205,0.8376830201048951,0.3372357308691528,0.8645686148576321,0.7289039425667244,0.7169356114718729,26.286428451538086
16,0.6116862960395394,0.836879916958042,0.3344503565817223,0.867694283879255,0.7350407499821663,0.7215146372465262,26.647531986236572
17,0.6112253947458273,0.835822770979021,0.34082297855013954,0.8612288589167202,0.7254506322703018,0.7146853594574724,26.15814709663391
