epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8571300539836014,0.7317489270386266,0.8666290550070522,0.7342886485191633,0.7015437979539015,73.92982912063599
2,0.5822672085964942,0.8378674892703862,0.8881241184767278,0.776069261642453,0.7460785550261325,72.08769845962524
3,0.51688105424616,0.8522451716738197,0.8865444287729196,0.7718631235895801,0.7458141078071662,77.7794246673584
4,0.47782841109278196,0.8606089055793992,0.8941043723554302,0.7866662471358654,0.7636307698271569,75.25654816627502
5,0.4564500077138451,0.8654533261802575,0.9016078984485191,0.8013326274494601,0.7783867509506449,79.16392803192139
6,0.437122443073111,0.8723578326180258,0.8933145275035261,0.7852833090773801,0.7679617186349013,84.3821907043457
7,0.4154250890945955,0.8786292918454935,0.8873342736248236,0.773556624737107,0.7530095518794916,77.5079493522644
8,0.40077430604242137,0.8817033261802575,0.902228490832158,0.8014496784672736,0.7751141899423993,80.14533686637878
9,0.3852141267049566,0.8856276824034335,0.907475317348378,0.8135262690578523,0.794151110168503,85.17315006256104
10,0.37533423078640965,0.8889538626609442,0.8989562764456982,0.7964137704781066,0.7755136547202254,77.72339582443237
11,0.3595139124085762,0.8910461373390558,0.8950634696755995,0.7866056657757269,0.769062351300225,84.04957008361816
12,0.3497383494652424,0.8942247854077253,0.9016078984485191,0.8013007855221623,0.7813196974910769,77.11158657073975
13,0.3410086878357494,0.8958637339055794,0.9057263751763046,0.8083883923759289,0.7857949239305493,79.28426551818848
14,0.3336282290562836,0.8987446351931331,0.9012693935119888,0.8005142309827543,0.7787304590887809,84.13933062553406
