epoch,train_loss,train_acc,val_loss,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.5963622656202238,0.8336778215223097,0.2646856113147366,0.8811817597944765,0.763269141723135,0.7503141835687777,68.53372001647949
2,0.47972965321950145,0.8592492344706911,0.25618107023115966,0.889145793192036,0.7784669353105325,0.7552294813813106,62.6039605140686
3,0.446706639521105,0.8699994531933508,0.25491077937321344,0.8800256904303148,0.7634998595190312,0.747619552390164,63.33339166641235
4,0.4209653849286287,0.8763396762904637,0.2599727744917485,0.8939627488760437,0.7894378296966948,0.7620119810685221,63.527058362960815
5,0.4043022142074485,0.880916447944007,0.2523881802429092,0.8924641404410191,0.78785849577581,0.7684183951781207,61.949865102767944
6,0.3805188965738765,0.8878909667541557,0.2524758879177263,0.9010062085206594,0.8026763584504669,0.7741149141590206,61.271066427230835
7,0.36762274745515683,0.8903133202099738,0.25516221618522666,0.8987368871761935,0.7987864516620611,0.7727830525817452,60.9047269821167
8,0.35157011628737533,0.8946139545056868,0.25511231931838424,0.8975594091201028,0.7963017220971969,0.7719432253194646,61.01973342895508
9,0.34100430141452104,0.8971921478565179,0.2612467405565814,0.8923142795975166,0.786461619429145,0.7665971947954979,62.85632252693176
10,0.32918417052925447,0.8991196412948381,0.25739883697762994,0.8936202098051809,0.7894526955470806,0.7675180711464245,62.95135498046875
11,0.3194401363325354,0.9022391732283465,0.2652395513805726,0.9005138086062942,0.8019506918036009,0.7744082192700953,61.33362936973572
12,0.3102615312939462,0.9034120734908136,0.2683783170466657,0.9018411475058874,0.8040338134026279,0.7769063029864677,61.52025318145752
13,0.3006250843576814,0.9056621828521435,0.26223283089485816,0.8953757225433526,0.7927857581698359,0.771696229285275,62.659520387649536
14,0.2907118295437003,0.9071823053368329,0.2774962871070266,0.8948190965532006,0.7920286819498018,0.7717664862396274,61.43932509422302
15,0.2834726503111744,0.9095117016622922,0.27309481850325795,0.8964247484478698,0.7941344543368265,0.769418050200777,62.43992900848389
16,0.28160281829849626,0.9105779746281715,0.2667493164825752,0.8923142795975166,0.7867989558562272,0.7668863661197971,62.50583076477051
17,0.27555972528040507,0.9109607392825897,0.27748432355989516,0.8974737743523871,0.7958801019494505,0.7709997020431174,61.62951374053955
