epoch,train_loss,train_acc,val_loss,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8608193499026847,0.7483784080914688,0.354643004840139,0.8320916292014557,0.6716594195070332,0.672302361661322,75.91979026794434
2,0.5776100390515443,0.8360130826737028,0.2931783704621089,0.8735816741597089,0.7501249418095997,0.726661067858509,62.23700714111328
3,0.5073073650901502,0.8544387642919965,0.2803847411592808,0.8805823164204667,0.7632396213723021,0.7451323148388708,61.21952819824219
4,0.4650484669960645,0.86708718117854,0.26260679129696946,0.867672875187326,0.7413269377299043,0.7317247782052156,60.80247116088867
5,0.44398523878631435,0.8734086411609499,0.2583613113068113,0.8857632198672661,0.7745306438340598,0.7571258848855529,60.343494176864624
6,0.4183685614347792,0.8782651715039578,0.25276238486492575,0.9016056518946692,0.8023612964531024,0.771521017483199,61.40546917915344
7,0.40291915647925985,0.8812939753737907,0.24563594098571545,0.8900663669449796,0.7816140497074143,0.7620727863543039,65.97798347473145
8,0.3881744058561701,0.8857987027264732,0.2504642324526524,0.8953329051594947,0.791741071609334,0.7698338609440591,62.77102065086365
9,0.36978498563982065,0.8894349164467898,0.26050750343489926,0.9047741383001499,0.8080729082267236,0.7778523984243059,63.57465744018555
10,0.361286687664969,0.8919415127528584,0.27932696755557973,0.8915221579961464,0.7845570963382129,0.7582113184324808,62.587130069732666
11,0.349084703479645,0.896242854001759,0.2496163654950627,0.8874330978377221,0.7762601535610651,0.7580570617619851,61.57797122001648
12,0.337755530390733,0.8981475373790677,0.28118653635119967,0.8994647827017769,0.7963845689851371,0.7676039866998614,63.860594749450684
13,0.33016093492304927,0.9005057167985928,0.2690549595989295,0.8946264183258403,0.7894317480085071,0.7625877102932714,62.21765184402466
14,0.3194502900039485,0.9025698109058927,0.2768833170610246,0.8925283665168058,0.7860466750527058,0.7627900353957114,61.85547709465027
