epoch,train_loss,train_acc,val_accuracy,val_kappa,val_macro_f1,time_s
1,0.8079690087458156,0.7396839643167972,0.8776304654442877,0.759232226761931,0.7378026216376525,71.70601749420166
2,0.5290891790909711,0.8498939295039164,0.8994076163610719,0.795023342051006,0.7651631243776829,71.64630079269409
3,0.47960308891327286,0.8626876631853786,0.896361071932299,0.7913956672901574,0.7671901365383329,70.25365805625916
4,0.45813397299393527,0.8690110966057442,0.8972073342736249,0.794354296835918,0.7690210213113637,70.97175717353821
5,0.43204174173162413,0.8740997606614447,0.8758815232722144,0.7497209817363452,0.7234774460568183,69.84405040740967
6,0.4169328684222717,0.8795202349869452,0.8871086036671368,0.77329715170092,0.7533886700017233,70.04890727996826
7,0.40366612724742973,0.8837793733681462,0.8935401974612129,0.7873535192989933,0.7658362489568685,70.10419845581055
8,0.38837672815018837,0.8855499347258485,0.8977150916784203,0.7929104628860052,0.7707033827774017,71.49360680580139
9,0.3761161575727437,0.8897709965187119,0.8941607898448519,0.7879569771025343,0.7635280893345523,79.68932819366455
10,0.3594524554752958,0.8932278067885118,0.891734837799718,0.7832198104925377,0.7645344596066186,136.46922373771667
11,0.3516290690359565,0.8954144908616188,0.8985613540197461,0.7961943088768935,0.7692426690294262,129.54479479789734
12,0.3413461969957151,0.8974651871192341,0.8946121297602256,0.7887953874504262,0.7679901742645064,102.26255106925964
13,0.3331463301628589,0.8992303089643168,0.8915655853314528,0.7823107365039088,0.75614231795631,70.17539811134338
